image_name,face_top,face_left,face_width,face_height,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,is_tongue_out,is_duck_face
10013100_1425058397750235_1615259378_a,108,44,145,145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013100_1437058259869199_27135511_a,61,101,164,164,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.859,-1,1
10013100_1439290032978898_104003198_a,126,47,117,117,0.0,0.0,0.0,0.0,0.0,0.996,0.003,0.0,-1,-1
10013100_264791263694719_1600733517_a,0,16,181,175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013100_638933422851240_1439870728_a,76,77,122,122,0.0,0.001,0.0,0.0,0.001,0.998,0.0,0.0,-1,-1
10013100_644623122273702_1472879967_a,65,114,124,124,0.0,0.009,0.0,0.0,0.0,0.398,0.0,0.592,-1,-1
10013101_1397955913815916_2096797924_a,60,81,119,119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013101_1420967841494577_1435014526_a,48,100,98,98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013101_1480649542150707_1695346726_a,25,57,186,186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013101_423947104409338_1531659410_a,25,0,146,191,0.001,0.001,0.0,0.001,0.0,0.866,0.02,0.111,-1,1
10013101_494845600619305_528443643_a,23,100,121,121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013101_543584775758681_1336650234_a,90,106,92,92,0.017,0.021,0.001,0.0,0.001,0.848,0.111,0.0,-1,-1
10013101_765726790105847_817249874_a,45,68,146,146,0.001,0.011,0.0,0.0,0.055,0.926,0.007,0.0,-1,-1
10013102_1436599813250312_823078294_a,84,84,135,135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013102_1439091166330098_83593627_a,1,26,269,269,0.0,0.0,0.0,0.0,0.769,0.158,0.0,0.072,-1,-1
10013102_1483110488572038_1409019406_a,93,81,138,138,0.0,0.035,0.0,0.0,0.0,0.964,0.001,0.0,-1,-1
10013102_675966109128064_703982088_a,31,126,57,57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013103_1388610128086107_1809174993_a,41,51,120,120,0.0,0.031,0.0,0.0,0.114,0.854,0.001,0.0,-1,-1
10013103_754296431267863_1436510811_a,77,0,173,178,0.0,0.002,0.0,0.0,0.047,0.92,0.029,0.001,-1,-1
10013105_679867568725793_166019072_a,153,223,51,51,0.001,0.0,0.0,0.001,0.998,0.0,0.0,0.0,-1,-1
10013108_1390787224475279_1330897015_a,20,97,134,134,0.0,0.0,0.0,0.0,0.996,0.004,0.0,0.0,-1,-1
10013108_233238800200055_765789205_a,25,72,132,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013108_621211941303454_1574059806_a,28,112,159,159,0.003,0.367,0.001,0.0,0.001,0.612,0.017,0.0,-1,-1
10013108_643884559016123_625958733_a,83,98,165,165,0.0,0.003,0.0,0.0,0.483,0.514,0.0,0.0,-1,-1
10013108_829526590394490_1303190623_a,176,135,94,94,0.001,0.005,0.0,0.0,0.995,0.0,0.0,0.0,-1,-1
10013109_1414459195481034_368874421_a,62,39,151,151,0.0,0.0,0.0,0.0,0.978,0.016,0.0,0.006,-1,-1
10013109_1462474930653292_787129303_a,6,83,151,151,0.0,0.003,0.0,0.002,0.0,0.824,0.002,0.169,-1,-1
10013109_407869656017182_1780358500_a,0,97,132,116,0.0,0.048,0.0,0.001,0.462,0.479,0.002,0.009,-1,-1
10013110_1477627079118161_1162833493_a,93,58,168,168,0.0,0.003,0.0,0.0,0.455,0.542,0.0,0.0,-1,-1
10013110_1489741357911577_161394227_a,21,100,113,113,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,-1,-1
10013110_225337720993813_1178441064_a,26,138,107,107,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,-1,1
10013110_232320376956771_1711812486_a,98,150,100,100,0.0,0.0,0.0,0.0,0.771,0.228,0.0,0.0,-1,-1
10013110_258095401028652_1689732104_a,45,85,123,123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013110_300787026745861_848799588_a,90,96,152,152,0.0,0.059,0.0,0.0,0.381,0.561,0.0,0.0,-1,-1
10013110_374178659391399_691475678_a,16,36,152,152,0.0,0.0,0.0,0.0,0.791,0.209,0.0,0.0,-1,-1
10013110_392613384213008_306979433_a,117,99,116,116,0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,-1,-1
10013110_461997190613223_445516153_a,0,57,206,194,0.0,0.001,0.0,0.0,0.999,0.001,0.0,0.0,-1,-1
10013110_663496257049860_500349942_a,92,81,156,156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013110_734217009942644_1318618202_a,68,99,96,96,0.0,0.027,0.0,0.0,0.583,0.389,0.0,0.0,-1,-1
10013110_766521540027319_1811540711_a,0,18,227,221,0.0,0.001,0.0,0.0,0.0,0.954,0.045,0.0,-1,-1
10013113_1438262396414106_1404510693_a,8,109,136,136,0.005,0.009,0.002,0.008,0.0,0.497,0.022,0.457,-1,1
10013113_259793897524859_1091765736_a,129,114,147,147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013113_261159144066742_85095208_a,16,88,154,154,0.0,0.001,0.0,0.0,0.002,0.996,0.001,0.0,-1,-1
10013113_465372923566502_23964157_a,75,86,139,139,0.0,0.0,0.0,0.0,0.982,0.017,0.0,0.0,-1,-1
10013113_615113598573767_824131332_a,80,81,139,139,0.0,0.218,0.0,0.0,0.446,0.336,0.0,0.0,-1,-1
10013113_757643627581232_112898522_a,94,94,106,106,0.001,0.023,0.0,0.0,0.008,0.964,0.003,0.001,-1,-1
10013114_1423845851197958_1012554952_a,31,120,117,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013114_273172766196493_1474404637_a,89,52,99,99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013114_277303572429782_1673784138_a,66,99,62,62,0.0,0.0,0.0,0.0,0.0,0.955,0.0,0.044,-1,-1
10013114_304252266392905_62571642_a,43,84,114,114,0.0,0.003,0.0,0.0,0.025,0.97,0.002,0.0,-1,-1
10013114_477155989081127_1437675522_a,60,29,217,217,0.019,0.105,0.009,0.064,0.004,0.158,0.01,0.629,-1,1
10013114_625499334196702_86707009_a,0,44,132,132,0.0,0.0,0.0,0.0,0.001,0.989,0.007,0.003,-1,-1
10013114_649973665050429_1426722450_a,90,90,117,117,0.0,0.001,0.0,0.0,0.0,0.998,0.0,0.0,-1,-1
10013114_686881271372531_1360749013_a,79,99,131,131,0.0,0.001,0.0,0.0,0.652,0.347,0.0,0.0,-1,-1
10013114_784450294900080_944048988_a,0,0,165,189,0.001,0.001,0.0,0.005,0.0,0.878,0.005,0.11,-1,1
10013115_733403076692144_752574344_a,15,70,102,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013117_1377850102483728_1736492852_a,9,101,154,154,0.0,0.005,0.0,0.0,0.634,0.36,0.0,0.0,-1,-1
10013117_1393286397616774_2005035530_a,45,26,135,135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013117_1422581614666067_1571403796_a,57,61,144,144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013117_1467844896765780_2113840876_a,112,148,133,133,0.001,0.006,0.0,0.0,0.003,0.986,0.001,0.003,-1,-1
10013117_764775480207487_736364437_a,170,78,123,123,0.0,0.001,0.0,0.0,0.163,0.836,0.0,0.0,-1,-1
10013118_1375266019423207_643816706_a,32,91,80,80,0.0,0.001,0.0,0.0,0.0,0.911,0.002,0.086,-1,-1
10013118_1423642051226850_1263640210_a,60,53,205,205,0.0,0.001,0.0,0.0,0.971,0.028,0.0,0.0,-1,-1
10013118_1491112091110498_65393286_a,55,91,108,108,0.0,0.0,0.0,0.0,0.993,0.006,0.0,0.0,-1,-1
10013118_1494048944148842_1431332931_a,86,45,132,132,0.0,0.0,0.0,0.0,0.777,0.222,0.0,0.0,-1,-1
10013118_280243618804607_1001200931_a,65,94,66,66,0.0,0.002,0.0,0.0,0.192,0.805,0.0,0.001,-1,-1
10013118_280640488768636_297946555_a,137,181,103,103,0.0,0.004,0.0,0.0,0.951,0.045,0.0,0.0,-1,-1
10013118_305316922949777_1332513046_a,85,32,175,175,0.0,0.0,0.0,0.0,0.0,0.996,0.003,0.0,-1,-1
10013118_553660101415653_1438078981_a,78,156,127,127,0.0,0.003,0.0,0.0,0.167,0.83,0.0,0.0,-1,-1
10013118_638123609596892_299683925_a,10,53,183,183,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013118_653502701389503_1535517991_a,173,122,71,71,0.0,0.001,0.0,0.0,0.887,0.111,0.0,0.001,-1,-1
10013118_701328573239048_1893673267_a,88,71,148,148,0.0,0.0,0.0,0.0,0.001,0.998,0.001,0.0,-1,1
10013118_721588391196325_1342487999_a,96,96,204,204,0.001,0.04,0.0,0.0,0.005,0.934,0.019,0.0,-1,-1
10013118_753179978060557_1754590349_a,0,8,147,135,0.0,0.003,0.0,0.001,0.992,0.0,0.004,0.0,-1,-1
10013118_765095360175244_612456040_a,47,62,193,193,0.0,0.0,0.0,0.0,0.0,0.993,0.002,0.005,-1,1
10013118_887362614610965_1550745916_a,0,0,110,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013119_1408677809403169_271281153_a,94,76,193,193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013119_1436303359945139_1587823653_a,74,78,132,132,0.0,0.0,0.0,0.002,0.982,0.0,0.016,0.0,-1,-1
10013119_223590967837571_2005590537_a,18,20,113,113,0.0,0.194,0.0,0.0,0.442,0.362,0.0,0.002,-1,-1
10013119_224406351087339_2143728341_a,31,83,155,155,0.0,0.006,0.0,0.0,0.539,0.455,0.0,0.0,-1,-1
10013119_491681000958181_874309181_a,64,147,158,194,0.0,0.539,0.0,0.0,0.034,0.42,0.006,0.0,-1,-1
10013119_515518355224828_243743748_a,37,97,108,108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013119_595315560575808_2002539540_a,0,173,127,114,0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,-1,-1
10013119_610626259014928_122194068_a,62,78,125,125,0.0,0.001,0.0,0.0,0.081,0.915,0.0,0.002,-1,-1
10013119_621143151310647_1337434225_a,27,82,223,278,0.0,0.347,0.0,0.0,0.631,0.02,0.001,0.001,-1,-1
10013119_627159823999867_392865789_a,126,57,164,164,0.0,0.0,0.0,0.0,0.003,0.997,0.0,0.0,-1,-1
10013119_633827993360143_699526661_a,76,117,66,66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013119_697080987021703_1855724040_a,0,49,198,161,0.0,0.261,0.0,0.0,0.039,0.696,0.004,0.0,-1,-1
10013119_818925278137146_1494486488_a,54,96,105,105,0.0,0.002,0.0,0.0,0.028,0.966,0.003,0.0,-1,-1
10013120_1425996597649748_1623464807_a,0,0,292,305,0.0,0.122,0.0,0.0,0.013,0.864,0.001,0.0,-1,-1
10013120_270144793160101_1910637101_a,33,97,98,98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013120_534087646702461_91553442_a,103,45,194,194,0.0,0.009,0.0,0.0,0.981,0.009,0.0,0.0,-1,-1
10013120_746949195390856_2112702836_a,100,73,158,158,0.0,0.005,0.0,0.001,0.0,0.923,0.004,0.067,-1,-1
10013121_444255049011557_928330024_a,59,117,90,90,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.001,-1,-1
10013121_520831024709400_72808604_a,45,49,211,211,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,-1
10013121_662324517163194_1109967754_a,104,61,144,144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013121_719906024699119_824326940_a,68,145,120,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013121_728299897222839_1008725968_a,0,76,133,132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013121_842603715752957_1073067233_a,0,35,170,163,0.0,0.0,0.0,0.0,0.0,0.991,0.001,0.008,-1,-1
10013124_257207847783935_1910669529_a,5,29,200,200,0.0,0.005,0.0,0.0,0.029,0.931,0.032,0.002,-1,1
10013125_1489229721288691_1186238194_a,95,75,147,147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013125_1576628295896689_1955662268_a,0,27,158,145,0.0,0.017,0.0,0.0,0.002,0.959,0.002,0.019,-1,1
10013125_242404685946180_2006608654_a,87,105,117,117,0.0,0.092,0.0,0.0,0.004,0.902,0.001,0.001,-1,-1
10013125_287945081363845_2029711836_a,44,105,83,83,0.0,0.0,0.0,0.0,0.996,0.003,0.0,0.0,-1,-1
10013125_291546531001563_745622631_a,78,108,102,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013125_300331793451722_951653796_a,42,53,199,199,0.0,0.185,0.0,0.0,0.447,0.366,0.001,0.0,-1,-1
10013125_641161422605561_679525970_a,73,66,164,164,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,-1,-1
10013125_652547474812701_2018320778_a,59,83,139,139,0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.001,-1,-1
10013126_1412356239030566_1862048194_a,103,90,125,125,0.018,0.004,0.0,0.0,0.001,0.974,0.004,0.0,-1,-1
10013126_1438738069701067_606351230_a,64,106,117,117,0.0,0.007,0.0,0.0,0.947,0.045,0.0,0.001,-1,-1
10013126_225231104352191_944954340_a,48,77,109,109,0.002,0.005,0.0,0.0,0.009,0.967,0.017,0.0,-1,1
10013126_228362007359698_28267314_a,104,94,104,104,0.0,0.0,0.0,0.0,0.001,0.997,0.001,0.001,-1,-1
10013126_646856275364314_1413677097_a,88,102,115,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013126_689440824428078_587671315_a,0,90,111,106,0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,-1,-1
10013126_695142363860819_184787865_a,99,57,78,78,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.992,-1,-1
10013129_1378932392388127_219241611_a,0,67,164,143,0.0,0.178,0.0,0.0,0.042,0.779,0.0,0.0,-1,-1
10013129_1391216611100728_1116595521_a,44,83,121,121,0.0,0.001,0.0,0.001,0.0,0.213,0.0,0.785,-1,-1
10013129_230457470481966_687002514_a,175,103,141,130,0.001,0.083,0.0,0.002,0.0,0.016,0.0,0.898,-1,-1
10013129_601013709983988_1225382388_a,143,63,145,145,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,-1,-1
10013129_621214071280571_1905078978_a,80,144,137,137,0.097,0.005,0.0,0.0,0.0,0.887,0.01,0.0,-1,-1
10013129_628523020557430_102861887_a,74,8,163,163,0.0,0.001,0.0,0.0,0.626,0.369,0.0,0.004,-1,-1
10013129_642973539107812_1437368726_a,53,92,147,147,0.0,0.001,0.0,0.0,0.024,0.972,0.002,0.0,-1,-1
10013129_724252034307676_1760410161_a,84,65,115,115,0.0,0.003,0.0,0.0,0.992,0.005,0.0,0.0,-1,-1
10013130_665448373522860_1116050747_a,60,72,91,91,0.002,0.026,0.006,0.0,0.038,0.887,0.041,0.0,-1,-1
10013130_668525493206737_1477379928_a,78,84,180,180,0.001,0.011,0.004,0.0,0.311,0.669,0.002,0.001,-1,-1
10013130_680689575327384_1550212188_a,45,55,185,185,0.013,0.021,0.003,0.001,0.002,0.64,0.321,0.0,-1,-1
10013130_687756294619419_796918201_a,84,16,203,203,0.0,0.001,0.0,0.0,0.0,0.995,0.004,0.0,-1,-1
10013130_711285688921783_2064038401_a,126,128,65,65,0.0,0.0,0.0,0.0,0.001,0.994,0.002,0.003,-1,-1
10013130_742423895789161_950318520_a,90,101,140,140,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013133_1386560971624763_1691619727_a,63,53,193,193,0.0,0.002,0.0,0.0,0.912,0.061,0.025,0.0,-1,-1
10013133_1442449442663625_1292127420_a,97,73,153,153,0.0,0.35,0.0,0.0,0.558,0.092,0.0,0.0,-1,-1
10013133_1488390484723082_1275254247_a,33,78,119,119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013133_239549419565290_1882496125_a,43,108,112,112,0.0,0.008,0.0,0.0,0.002,0.982,0.007,0.0,-1,-1
10013133_372657876207028_2042074304_a,104,90,146,146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,-1
10013133_428389700597124_529098216_a,96,31,164,164,0.0,0.0,0.0,0.0,0.874,0.125,0.0,0.0,-1,-1
10013133_483465288421913_1431516163_a,60,121,75,75,0.0,0.002,0.0,0.0,0.991,0.007,0.0,0.0,-1,-1
10013133_616432528444516_1149277174_a,0,34,159,149,0.0,0.205,0.001,0.0,0.344,0.448,0.001,0.0,-1,1
10013133_624776070946903_1694446811_a,64,133,101,101,0.0,0.007,0.0,0.0,0.986,0.007,0.0,0.0,-1,-1
10013133_663812690343812_398600326_a,77,92,102,102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013133_852504318108991_906502962_a,94,86,133,133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013134_1391575211065014_1421146952_a,92,133,93,93,0.001,0.002,0.0,0.0,0.002,0.987,0.008,0.001,-1,-1
10013134_1442265516018456_256826120_a,57,92,128,128,0.0,0.222,0.0,0.0,0.458,0.318,0.0,0.001,-1,-1
10013134_1453985508170652_454590361_a,35,157,38,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013134_1494462924108316_1255004615_a,0,98,140,140,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,-1,-1
10013134_230108797183455_600810492_a,43,53,121,121,0.002,0.01,0.001,0.002,0.007,0.912,0.056,0.012,-1,-1
10013134_246293508892212_1063747843_a,62,135,119,119,0.0,0.014,0.0,0.0,0.846,0.139,0.001,0.0,-1,-1
10013134_265010177006176_2082591658_a,144,59,71,71,0.0,0.001,0.0,0.0,0.062,0.936,0.0,0.0,-1,-1
10013134_436526229827297_1855424259_a,0,189,116,149,0.0,0.009,0.0,0.0,0.001,0.986,0.005,0.0,-1,1
10013134_535148476601694_696530264_a,0,35,156,145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013134_616376048450069_2133078378_a,0,74,231,231,0.0,0.004,0.0,0.0,0.0,0.969,0.014,0.012,-1,1
10013134_625190974201376_533770183_a,16,120,116,116,0.0,0.002,0.0,0.0,0.968,0.03,0.0,0.0,-1,-1
10013134_662298177170992_170412917_a,0,141,116,114,0.0,0.03,0.0,0.0,0.366,0.602,0.001,0.0,-1,1
10013134_667823466613283_1532492051_a,2,110,158,158,0.0,0.0,0.0,0.0,0.953,0.047,0.0,0.0,-1,-1
10013134_729266573760695_2060039451_a,105,48,127,127,0.0,0.0,0.0,0.0,0.969,0.031,0.0,0.0,-1,-1
10013134_783977431614252_520062050_a,79,105,107,107,0.0,0.001,0.0,0.0,0.149,0.845,0.001,0.005,-1,-1
10013135_1389979154560409_829782408_a,16,239,56,56,0.001,0.001,0.0,0.034,0.0,0.887,0.017,0.06,-1,-1
10013135_1485747398305551_1753355806_a,79,67,123,123,0.0,0.002,0.0,0.003,0.208,0.263,0.001,0.523,-1,-1
10013135_303825416438352_2012005129_a,79,94,126,126,0.0,0.001,0.0,0.0,0.0,0.997,0.002,0.0,-1,-1
10013135_315101588642091_610098520_a,73,35,195,195,0.0,0.151,0.0,0.0,0.837,0.011,0.0,0.0,-1,-1
10013135_522730471169604_895181917_a,72,60,151,151,0.0,0.0,0.0,0.0,0.003,0.995,0.001,0.001,-1,-1
10013135_621272874617446_2098238350_a,85,106,120,120,0.0,0.001,0.0,0.0,0.116,0.883,0.0,0.0,-1,-1
10013136_1398845277058468_625091456_a,0,0,189,201,0.0,0.0,0.0,0.0,0.0,0.99,0.009,0.0,-1,1
10013136_1425343181055914_90525258_a,0,0,305,305,0.0,0.025,0.0,0.0,0.77,0.204,0.0,0.001,-1,-1
10013136_1483077201911350_1950275434_a,88,131,152,152,0.0,0.001,0.0,0.0,0.158,0.832,0.008,0.001,-1,-1
10013136_241214146082544_1573549742_a,55,71,143,143,0.0,0.001,0.0,0.0,0.006,0.993,0.0,0.0,-1,-1
10013137_1423839034534223_1533173437_a,36,105,122,122,0.0,0.009,0.0,0.002,0.864,0.114,0.0,0.011,-1,-1
10013137_1459024750998977_1917260614_a,13,56,162,162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013137_1484531298430069_78540655_a,60,77,149,149,0.003,0.002,0.0,0.0,0.008,0.98,0.004,0.002,-1,-1
10013137_222549531274085_1368444319_a,13,108,125,125,0.088,0.003,0.044,0.0,0.772,0.092,0.001,0.001,-1,-1
10013137_234332846770256_1966048541_a,79,119,106,106,0.0,0.0,0.0,0.0,0.004,0.995,0.0,0.0,-1,-1
10013137_626105744130232_1525218247_a,17,0,291,288,0.0,0.003,0.0,0.0,0.079,0.918,0.0,0.0,-1,-1
10013141_1489137721305926_1163243248_a,19,90,108,108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013141_384409161698215_1427417960_a,68,58,182,182,0.0,0.0,0.0,0.002,0.0,0.092,0.0,0.906,1,-1
10013141_477960132305431_86251864_a,62,38,131,131,0.0,0.03,0.0,0.0,0.43,0.538,0.001,0.001,-1,-1
10013141_614100688668161_368748774_a,15,68,134,134,0.0,0.073,0.0,0.0,0.894,0.033,0.0,0.0,-1,-1
10013141_659359454130799_1392487020_a,57,39,145,145,0.0,0.0,0.0,0.0,0.283,0.717,0.0,0.0,-1,-1
10013141_684372021623583_1467974746_a,4,66,115,115,0.0,0.014,0.0,0.0,0.008,0.975,0.003,0.0,-1,-1
10013142_1388906708055634_664900514_a,71,47,118,118,0.0,0.0,0.0,0.0,0.029,0.971,0.0,0.0,-1,-1
10013142_1425325001053576_1718278418_a,105,65,152,152,0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,-1,-1
10013142_1451129958458021_732023956_a,83,55,189,189,0.0,0.005,0.0,0.0,0.001,0.992,0.001,0.0,-1,-1
10013142_1475130742705378_1062518212_a,35,149,57,57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013142_1482679931945140_1590401243_a,54,61,184,184,0.0,0.002,0.0,0.0,0.32,0.677,0.001,0.001,-1,-1
10013142_1482980351916717_1094700235_a,0,95,182,159,0.0,0.003,0.0,0.0,0.735,0.262,0.0,0.0,-1,-1
10013142_1483422238539674_675389450_a,113,55,73,73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
10013142_1488090581412879_957414698_a,48,101,97,97,0.0,0.0,0.0,0.0,0.001,0.88,0.118,0.0,-1,-1
10013142_1508578112703101_682109853_a,0,7,237,231,0.0,0.005,0.002,0.0,0.953,0.038,0.002,0.0,1,-1
10013142_1534644520095350_173546754_a,58,50,155,155,0.0,0.001,0.0,0.0,0.875,0.124,0.0,0.0,-1,-1
10013142_264103133761508_1267685164_a,102,91,130,130,0.003,0.001,0.0,0.0,0.0,0.993,0.002,0.0,-1,-1
10013142_288651094637508_1425424732_a,22,130,40,40,0.0,0.001,0.0,0.0,0.926,0.073,0.0,0.0,-1,-1
10013142_605208169567025_2108054991_a,70,87,218,226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1
