image_name,face_width,face_height,anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,is_tongue_out,is_duck_face,face_cent_x,face_cent_y
10004140_1399301210346894_1447121791_a,163,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,148.5,151.5
10004140_226664164193345_1886910283_a,183,186,0.0,0.0,0.0,0.0,0.0,0.982,0.0,0.018000000000000002,-1,-1,91.5,212.0
10004140_235257283329492_799062475_a,122,122,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,202.0,129.0
10004140_236374336568691_1571360404_a,144,144,0.0,0.0,0.0,0.0,0.013999999999999999,0.985,0.0,0.0,-1,-1,147.0,171.0
10004140_807301522633168_1839795807_a,91,91,0.0,0.040999999999999995,0.0,0.0,0.16,0.799,0.0,0.0,-1,-1,137.5,123.5
10004147_680578952001854_698660429_a,157,157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,144.5,134.5
10004158_234343946756722_715489445_a,132,132,0.0,0.115,0.0,0.0,0.385,0.499,0.0,0.0,-1,-1,137.0,187.0
10004164_1411528779111628_1206103561_a,187,187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,143.5,185.5
10004164_225315654324311_839459755_a,118,118,0.0,0.001,0.0,0.0,0.0,0.99,0.008,0.0,-1,-1,146.0,153.0
10004164_280999162069559_716454322_a,210,210,0.001,0.013000000000000001,0.002,0.0,0.8370000000000001,0.142,0.0,0.005,-1,1,169.0,161.0
10004164_292177254273301_1379575882_a,104,104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,121.0,70.0
10004164_299462143537442_1336092451_a,122,134,0.001,0.002,0.0,0.0,0.0,0.977,0.02,0.0,-1,-1,244.0,139.0
10004164_681799591879909_1358216422_a,268,268,0.001,0.019,0.0,0.001,0.048,0.75,0.001,0.18,-1,-1,167.0,156.0
10004164_685967284792690_126676406_a,136,136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,129.0,151.0
10004164_717878211596308_1496474860_a,78,78,0.0,0.0,0.0,0.0,0.002,0.991,0.002,0.005,-1,-1,229.0,103.0
10004164_736507433060761_161522404_a,127,127,0.0,0.0,0.0,0.0,0.948,0.01,0.042,0.0,-1,-1,143.5,217.5
10004180_215905078620288_713758459_a,124,124,0.0,0.102,0.0,0.0,0.523,0.374,0.0,0.0,-1,-1,140.0,82.0
10004186_1384941418413172_843712492_a,139,139,0.0,0.001,0.0,0.0,0.998,0.001,0.0,0.0,-1,-1,86.5,125.5
10004186_1463190103913052_688779187_a,100,100,0.0,0.018000000000000002,0.0,0.0,0.687,0.294,0.0,0.0,-1,-1,109.0,121.0
10004186_458093960988596_1404480371_a,193,193,0.004,0.01,0.002,0.0,0.002,0.976,0.006,0.0,-1,-1,171.5,171.5
10004186_790283531001548_753376876_a,81,81,0.0,0.003,0.001,0.0,0.9940000000000001,0.002,0.0,0.0,-1,-1,179.5,104.5
10004201_1458447587723965_542949337_a,94,94,0.0,0.002,0.0,0.0,0.379,0.619,0.0,0.0,-1,-1,144.0,136.0
10004201_1480925542122855_1564132509_a,131,131,0.0,0.004,0.0,0.0,0.591,0.405,0.0,0.0,-1,-1,103.5,138.5
10004201_247453612104949_1252382471_a,124,124,0.0,0.0,0.0,0.001,0.012,0.0,0.0,0.986,-1,-1,182.0,161.0
10004201_435908696543739_1948951285_a,95,95,0.0,0.0,0.0,0.0,0.004,0.996,0.0,0.0,-1,-1,152.5,98.5
10004201_569307643177245_281237491_a,100,100,0.068,0.002,0.012,0.001,0.065,0.841,0.011000000000000001,0.002,-1,-1,123.0,154.0
10004207_1410018259266227_1702725376_a,162,162,0.0,0.021,0.0,0.0,0.009000000000000001,0.95,0.02,0.001,-1,-1,116.0,134.0
10004207_1579248895633066_1571995026_a,244,244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,173.0,156.0
10004221_1463508953882264_1272140141_a,110,127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,250.0,97.5
10004221_688378194534656_15120464_a,134,134,0.005,0.006,0.0,0.0,0.0,0.986,0.002,0.0,-1,-1,162.0,153.0
10004227_1423237317931179_1737758833_a,157,157,0.0,0.129,0.001,0.001,0.028999999999999998,0.604,0.001,0.235,-1,-1,167.5,131.5
10004227_234272903440011_947017192_a,122,122,0.0,0.001,0.0,0.0,0.282,0.7140000000000001,0.002,0.001,-1,-1,185.0,104.0
10004227_277431989084008_913291894_a,106,106,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,0.0,-1,-1,159.0,105.0
10004227_658319624203624_1070569560_a,144,144,0.0,0.0,0.0,0.0,0.006999999999999999,0.992,0.0,0.0,-1,-1,176.0,136.0
10004227_807462112616535_1499246635_a,147,147,0.0,0.002,0.0,0.0,0.002,0.9740000000000001,0.017,0.005,-1,-1,123.5,78.5
10004240_1423094617944767_1556143126_a,96,96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,158.0,74.0
10004245_1387614478185974_2129771701_a,183,183,0.0,0.016,0.0,0.0,0.0,0.966,0.002,0.016,-1,-1,137.5,147.5
10004245_1433807726866611_1146384318_a,134,134,0.0,0.106,0.0,0.0,0.124,0.768,0.001,0.0,-1,1,126.0,91.0
10004245_276836982483156_1029374326_a,125,125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,215.5,228.5
10004245_763605030316840_1976146359_a,55,55,0.0,0.0,0.0,0.0,0.977,0.023,0.0,0.0,-1,-1,84.5,176.5
10004255_1395574064054459_284657173_a,77,83,0.0,0.003,0.0,0.0,0.036000000000000004,0.922,0.039,0.0,-1,-1,38.5,170.5
10004255_1485189365043306_1625114994_a,97,97,0.0,0.718,0.001,0.0,0.0,0.23,0.001,0.05,-1,-1,120.5,116.5
10004255_225999914274795_1585802549_a,108,108,0.0,0.016,0.0,0.0,0.08900000000000001,0.892,0.003,0.0,-1,-1,164.0,126.0
10004255_482034318567073_2075621307_a,141,141,0.003,0.003,0.0,0.0,0.0,0.992,0.002,0.0,-1,-1,186.5,178.5
10004255_615298135230627_1928291803_a,81,81,0.0,0.001,0.0,0.0,0.064,0.93,0.001,0.004,-1,-1,60.5,167.5
10004255_692250444169616_480768390_a,129,129,0.0,0.009000000000000001,0.0,0.0,0.295,0.696,0.0,0.0,-1,1,147.5,95.5
10004260_616198891799060_1008914885_a,167,167,0.0,0.09300000000000001,0.0,0.0,0.073,0.8340000000000001,0.0,0.0,-1,-1,131.5,173.5
10004260_638517719536759_1178224401_a,108,108,0.0,0.002,0.0,0.0,0.8420000000000001,0.157,0.0,0.0,-1,-1,140.0,109.0
10004267_1433179686928693_889722503_a,123,123,0.001,0.059000000000000004,0.0,0.0,0.11599999999999999,0.8240000000000001,0.001,0.0,-1,-1,155.5,176.5
10004271_1490518214501409_1635698244_a,149,149,0.0,0.005,0.0,0.0,0.16699999999999998,0.828,0.0,0.0,-1,-1,141.5,110.5
10004271_215005582043287_1645709942_a,148,148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,151.0,147.0
10004271_238251109701081_114235230_a,126,126,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,156.0,96.0
10004271_297737417051138_1530804872_a,127,127,0.0,0.011000000000000001,0.0,0.0,0.988,0.001,0.0,0.0,-1,-1,152.5,81.5
10004271_381253768681042_1103232805_a,175,175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,149.5,175.5
10004271_467404076723645_828572745_a,105,105,0.0,0.002,0.0,0.0,0.271,0.725,0.001,0.0,-1,-1,190.5,121.5
10004273_1421048728148902_424109018_a,192,192,0.0,0.011000000000000001,0.0,0.0,0.003,0.9840000000000001,0.001,0.0,-1,-1,141.0,155.0
10004273_299377380214214_879316337_a,155,155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,160.5,117.5
10004275_253553998161778_814343627_a,163,163,0.0,0.001,0.0,0.0,0.0,0.992,0.006999999999999999,0.0,-1,-1,137.5,177.5
10004275_448950428568559_544493208_a,139,139,0.0,0.006999999999999999,0.0,0.0,0.091,0.9,0.002,0.0,-1,-1,120.5,122.5
10004275_621692204567557_271055811_a,141,141,0.0,0.008,0.0,0.0,0.001,0.956,0.035,0.0,-1,1,146.5,122.5
10004275_818718201490015_1239261657_a,79,79,0.004,0.21100000000000002,0.003,0.0,0.003,0.769,0.01,0.0,-1,1,47.5,175.5
10004285_1403451319928026_1479641624_a,150,150,0.0,0.006999999999999999,0.0,0.002,0.006999999999999999,0.85,0.109,0.024,-1,-1,158.0,151.0
10004285_1422159361375541_518414415_a,127,127,0.021,0.032,0.0,0.0,0.0,0.9440000000000001,0.003,0.0,-1,-1,148.5,142.5
10004285_238255289632112_951689539_a,131,131,0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,-1,-1,200.5,136.5
10004285_737241546296235_822039466_a,125,125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,129.5,118.5
10004289_232102560311696_285703637_a,136,136,0.0,0.0,0.0,0.0,0.087,0.9109999999999999,0.001,0.001,-1,-1,146.0,134.0
10004289_257160874466504_1012480817_a,169,169,0.0,0.003,0.0,0.0,0.28,0.7120000000000001,0.004,0.0,-1,-1,168.5,154.5
10004289_272984892862307_1731068319_a,134,134,0.008,0.20199999999999999,0.001,0.0,0.0,0.7709999999999999,0.018000000000000002,0.0,-1,1,122.0,190.0
10004289_467234706743417_1677473869_a,239,219,0.0,0.596,0.0,0.0,0.21899999999999997,0.183,0.001,0.0,-1,1,171.5,109.5
10004289_565084703606369_1411402358_a,145,145,0.0,0.0,0.0,0.0,0.0,0.993,0.006999999999999999,0.0,-1,-1,154.5,154.5
10004289_739579022753798_194262246_a,112,112,0.0,0.0,0.0,0.0,0.134,0.7,0.165,0.0,1,-1,156.0,182.0
10004289_814376631924692_1398105681_a,95,95,0.0,0.006,0.0,0.0,0.003,0.971,0.021,0.0,-1,-1,95.5,94.5
10004298_226224600909995_130073562_a,138,165,0.027000000000000003,0.369,0.003,0.0,0.013999999999999999,0.5579999999999999,0.028999999999999998,0.0,-1,-1,69.0,159.5
10004298_280659782099569_897849244_a,123,123,0.0,0.002,0.0,0.0,0.998,0.0,0.0,0.0,-1,-1,170.5,139.5
10004298_517358221706927_1790315141_a,98,98,0.0,0.0,0.0,0.0,0.9990000000000001,0.0,0.0,0.0,-1,-1,110.0,106.0
10004298_660685677338139_967371245_a,121,121,0.0,0.001,0.0,0.0,0.037000000000000005,0.818,0.145,0.0,-1,1,200.5,205.5
10004298_689063464492185_1009812831_a,129,129,0.0,0.013000000000000001,0.0,0.0,0.975,0.011000000000000001,0.001,0.0,-1,-1,135.5,164.5
10004300_692870360775808_882436253_a,187,187,0.0,0.01,0.0,0.0,0.536,0.45299999999999996,0.001,0.0,-1,-1,156.5,102.5
10004302_483808941718980_1226272840_a,66,66,0.0,0.008,0.0,0.0,0.397,0.595,0.0,0.0,-1,-1,117.0,99.0
10004302_497783530327564_336944720_a,119,119,0.0,0.003,0.0,0.0,0.013999999999999999,0.922,0.061,0.0,1,-1,122.5,155.5
10004302_834898306525509_1763174609_a,124,124,0.0,0.001,0.0,0.0,0.9790000000000001,0.02,0.0,0.0,-1,-1,168.0,178.0
10004311_1415525395375467_1757218949_a,121,121,0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,-1,-1,133.5,147.5
10004311_232611860268343_1386490016_a,108,108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,74.0,149.0
10004311_256137591232800_823429360_a,140,140,0.0,0.003,0.0,0.0,0.409,0.584,0.004,0.0,-1,-1,138.0,148.0
10004311_444511299028698_544281590_a,119,119,0.0,0.003,0.0,0.0,0.23199999999999998,0.765,0.0,0.0,-1,-1,161.5,130.5
10004315_630416460372840_139385718_a,133,133,0.0,0.0,0.0,0.0,0.8009999999999999,0.0,0.198,0.0,-1,-1,222.5,149.5
10004315_779081992102046_452379497_a,119,119,0.0,0.003,0.0,0.0,0.696,0.3,0.0,0.0,-1,-1,159.5,187.5
10004323_223220641207387_1362875268_a,166,166,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,149.0,184.0
10004323_492456937521700_1340826614_a,172,172,0.001,0.105,0.0,0.0,0.14,0.7490000000000001,0.003,0.002,-1,-1,167.0,134.0
10004323_615164571904283_566230293_a,65,65,0.0,0.001,0.0,0.0,0.741,0.258,0.001,0.0,-1,-1,76.5,132.5
10004323_637044663032519_1140793374_a,145,145,0.0,0.0,0.0,0.0,0.862,0.0,0.0,0.13699999999999998,-1,-1,164.5,146.5
10004323_673271876047822_129244992_a,102,102,0.0,0.003,0.0,0.0,0.929,0.066,0.0,0.001,-1,-1,160.0,100.0
10004327_1382165075365923_1239842385_a,151,151,0.0,0.001,0.0,0.0,0.0,0.99,0.009000000000000001,0.0,-1,-1,166.5,150.5
10004327_1421248978128044_1632782742_a,163,167,0.0,0.001,0.0,0.0,0.0,0.965,0.032,0.002,-1,-1,223.5,100.5
10004327_1496930010528184_1816340146_a,172,172,0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,-1,-1,108.0,175.0
10004327_281627511997535_589216876_a,82,82,0.0,0.023,0.0,0.0,0.0,0.972,0.005,0.0,-1,-1,163.0,104.0
10004327_282826725226638_2057748546_a,82,82,0.0,0.172,0.0,0.0,0.001,0.7140000000000001,0.113,0.0,-1,-1,129.0,94.0
10004327_430791430390147_632501929_a,117,117,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,141.5,83.5
10004327_436707843130529_686098004_a,151,151,0.0,0.006,0.0,0.0,0.877,0.11199999999999999,0.0,0.005,-1,-1,193.5,167.5
10004327_441402582672833_700196118_a,81,81,0.0,0.001,0.0,0.0,0.071,0.9209999999999999,0.0,0.008,-1,-1,145.5,114.5
10004327_456714067794513_436561743_a,91,91,0.001,0.163,0.001,0.0,0.003,0.809,0.023,0.0,-1,-1,157.5,103.5
10004327_470474909746225_1963465406_a,210,210,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,140.0,170.0
10004327_518021381641506_1889470817_a,212,212,0.0,0.011000000000000001,0.0,0.0,0.0,0.986,0.003,0.0,-1,-1,128.0,160.0
10004327_835777959770284_1786470273_a,189,204,0.0,0.001,0.0,0.0,0.7859999999999999,0.212,0.001,0.0,-1,-1,94.5,177.0
10004327_872070106155975_1285256637_a,103,103,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0.0,-1,-1,134.5,93.5
10004335_1439122082998466_2051450035_a,102,102,0.003,0.002,0.006,0.0,0.226,0.7609999999999999,0.002,0.0,-1,-1,176.0,151.0
10004335_1484816738397992_604516248_a,115,115,0.02,0.001,0.978,0.0,0.0,0.0,0.001,0.0,1,-1,102.5,127.5
10004335_478944128871950_347351349_a,149,149,0.0,0.001,0.0,0.0,0.10800000000000001,0.89,0.001,0.0,-1,-1,176.5,124.5
10004335_485064618260979_134269044_a,134,134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,212.0,147.0
10004335_740418779325889_2012729327_a,89,89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,-1,147.5,125.5
10004339_1414124022182207_1212060252_a,62,62,0.0,0.001,0.0,0.0,0.047,0.9520000000000001,0.0,0.0,-1,-1,160.0,87.0
10004339_1424857277768250_2096494708_a,100,100,0.0,0.001,0.0,0.0,0.462,0.537,0.0,0.0,-1,-1,191.0,117.0
10004339_487406574722478_77959551_a,150,150,0.001,0.006999999999999999,0.0,0.001,0.001,0.907,0.083,0.001,-1,-1,127.0,169.0
10004339_811723995524392_31037162_a,122,122,0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,-1,-1,155.0,142.0
10004346_477351965700359_810393995_a,117,117,0.0,0.0,0.0,0.0,0.006,0.9890000000000001,0.002,0.003,-1,-1,164.5,138.5
10004350_1399498136993798_327602939_a,150,150,0.0,0.002,0.0,0.0,0.0,0.997,0.0,0.0,1,-1,190.0,120.0
10004350_1443971369175378_1117451768_a,115,115,0.071,0.129,0.005,0.001,0.001,0.657,0.13699999999999998,0.001,-1,-1,120.5,118.5
10004350_1461047360796678_1916776930_a,144,144,0.0,0.003,0.0,0.0,0.995,0.001,0.0,0.001,-1,-1,137.0,174.0
10004350_233296763537424_682692_a,126,126,0.0,0.004,0.0,0.0,0.9940000000000001,0.001,0.0,0.0,-1,-1,139.0,161.0
10004350_278987988934901_1464910350_a,166,166,0.001,0.0,0.0,0.179,0.46,0.002,0.146,0.21,1,-1,134.0,187.0
10004350_624792330930332_1262973294_a,112,112,0.0,0.0,0.0,0.0,0.46299999999999997,0.535,0.001,0.0,-1,-1,163.0,152.0
10004350_652870588082122_867039044_a,104,104,0.0,0.004,0.0,0.0,0.099,0.8959999999999999,0.0,0.0,-1,1,175.0,96.0
10004350_746672025353108_701792449_a,162,162,0.218,0.006999999999999999,0.003,0.0,0.006,0.76,0.005,0.001,-1,-1,125.0,101.0
10004355_1419821478277419_1122328130_a,170,170,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.001,0.0,-1,-1,121.0,144.0
10004355_226601334200818_1123028081_a,106,106,0.0,0.121,0.0,0.0,0.8140000000000001,0.044000000000000004,0.021,0.0,-1,-1,163.0,139.0
